1000005,15
1200002,15
1200003,15
1201005,15
1201010,15
1201003,15
1001005,15
1110001,15
1202009,15
1020014,1
1020013,1
1020002,1
1202012,15
1202010,15
1020015,15
1020017,15
1202011,15
1020016,15
1020018,15
1010010,1
1010009,1
1010007,1
1300005,15
1010008,1
1300004,15
1300006,15
1211006,15
1300007,15
1310018,15
1310021,15
1021002,1
1021007,1
1310022,15
1300009,15
1310019,15
1300008,15
1030003,1
1410011,15
1410012,15
1502007,1
1502008,1
1501001,1
1610003,1
1502006,15
1610004,1
1041004,1
1041003,1
1611002,1
1611001,1
1720004,1
1720006,1
1730020,1
1730015,1
1730007,1
1730019,1
1730016,1
1042001,1
1044001,1
1730017,1
1730018,1
1042002,1
1740001,1
1050007,1
1740002,1
1750003,1
1050009,1
1050004,1
1700010,1
1051004,1
1750002,1
1820001,1
1051003,1
1050010,1
1700008,1
1700009,1
2113005,1
1770001,1
2113001,1
1080001,1
1080002,1
2105031,1
2000001,1
2020001,2
2101003,2
2101001,2
2112008,2
2020002,2
2111004,2
2102005,2
2103007,2
2103008,2
2104007,2
2103009,2
2103014,2
2103012,2
2104008,2
2104009,2
2103010,2
2104002,2
2210002,2
2105014,2
2105016,2
2105015,2
2105017,2
2105018,2
2105001,2
2105019,2
2105020,2
2105002,2
2105021,2
2104010,2
2105022,2
2112009,2
2110013,2
2510007,2
2700001,2
2510006,2
2500016,2
2500015,2
2500021,2
2710002,2
2500017,2
2240000,2
2500019,2
2710003,2
2240001,2
2500020,2
2900000,2
2640001,2
2660001,2
2810001,3
2941001,3
2942001,3
2943002,3
2943001,3
2960001,3
3210001,3
3340001,3
5610000,3
3441001,3
3450004,3
3431004,3
3431001,3
3430007,3
3404002,3
3604001,3
3430006,3
3430003,3
3414001,3
3701001,3
3421004,3
3414002,3
3412001,3
3826002,3
3826003,3
3825004,3
3823004,3
3823003,3
3823002,3
3820004,3
3820002,3
3820001,3
3804007,3
3806002,3
3801002,3
3815004,3
3802001,3
3802006,3
3940001,3
3802005,3
3804005,3
3802004,3
3814003,4
3804006,4
4120001,4
4334001,4
4306002,4
4335002,4
4308001,4
4331004,4
4302001,4
4302014,4
4308003,4
4314002,4
4323007,4
4320001,4
4321001,4
4400002,4
4320003,4
4314003,4
4311003,4
4313003,4
4311004,4
4311005,4
4301005,4
4502005,4
4410001,4
4502004,4
4501004,4
4503003,4
4503002,4
4501003,4
4503001,4
4502003,4
4501001,4
4506006,4
4506007,4
4551004,4
4551005,4
4552002,4
4540005,4
4557001,4
4524001,4
4540006,4
4523004,4
4523002,4
4522003,4
4520005,4
4515004,4
4537003,4
4555001,4
4515005,4
4513004,4
4554003,4
4515007,4
4610001,4
4513001,4
4513003,4
4535001,4
4511002,4
4512002,4
4511003,4
4531002,4
4531003,4
4530001,4
4532006,4
4732001,4
4721001,4
4721002,4
4722001,4
4723001,4
4723002,4
4730004,4
4726004,4
4726003,4
4726001,4
4712001,4
4713004,4
4716005,4
4715002,4
4711004,4
4711001,4
4704001,4
4710001,4
4711003,4
4820001,4
4810003,4
4703003,4
4810001,4
4703002,4
4900004,4
4901002,4
4900002,4
4902005,4
5101005,4
4902002,4
4902003,4
4900003,4
5111002,4
4902004,4
5101006,5
5100003,5
5100007,5
5000001,4
5100001,5
5100004,5
5100006,5
5100005,5
5111001,4
5110003,4
5110002,4
5200005,5
5111004,4
5120004,4
5120005,4
5200001,5
5200006,5
5120003,5
5120006,4
5200007,5
5210002,5
5220006,5
5221005,13
5221006,13
5211004,5
5414004,5
5414001,5
5220007,5
5414005,5
5211003,5
5310001,13
5424005,13
5415004,5
5421005,5
5410008,5
5410005,5
5320001,13
5425003,13
5410007,5
5404001,5
5423003,13
5410002,5
5423013,13
5410006,5
5401003,5
5426004,13
5403002,5
5411001,5
5403006,5
5422002,13
5733010,13
5733006,5
5427007,13
5500003,13
5733007,13
5733008,13
5510001,13
5427008,13
5732002,13
5510005,13
5732001,13
5733009,13
5427006,13
5510002,13
5500001,13
5741002,13
5706003,5
5721017,5
5520002,13
5721016,5
5722001,13
5520001,13
5723001,13
5721001,5
5720003,5
5722002,13
5720001,5
5730012,13
5730014,13
5730008,13
5744002,13
5530005,13
5530003,13
5730016,13
5744003,13
5706001,5
5705001,5
5737002,13
5730013,13
5730015,13
5730039,13
5707003,6
5737008,13
5745001,13
5530002,13
5710007,6
5710001,6
5737006,13
5748003,13
5704006,6
5746001,13
5703009,6
5737007,13
5711003,6
5703008,6
5740005,13
5717008,13
5704005,6
5748001,13
5704002,6
5740004,13
5704004,6
5716004,6
5702011,6
5702001,6
5716001,6
5701008,6
5716011,6
5800002,13
5716005,6
5747001,6
5701005,6
6056003,13
6040001,6
6011003,6
6042004,6
6042003,6
6055003,6
6010014,6
6011001,6
6010015,6
6044001,6
6008009,6
6006001,6
6010016,6
6019003,6
6019005,6
6012003,6
6003001,6
6000003,6
6120001,6
6000004,6
6015003,6
6013005,6
6018009,6
6013001,6
6013006,6
6018010,6
6013008,6
6132002,6
6016004,6
6034004,6
6027001,6
6028001,6
6027003,6
7120002,6
6034003,6
6036001,6
6130001,7
6130002,7
7106007,6
6130003,7
7104005,6
7118003,6
7123001,6
7104002,6
7103003,6
7119007,7
7121003,7
7116004,6
7116005,7
7210001,6
7200001,7
7373003,7
7115001,7
7373004,7
7371002,7
7384002,6
7381003,7
7381002,7
7383001,6
7370001,7
7378004,7
7378002,7
7379002,7
7374006,7
7374005,7
7376002,7
7341002,6
7374004,7
7359005,7
7359001,7
7358008,7
7378003,7
7342002,7
7320003,7
7320002,7
7321001,7
7321002,7
7306001,7
7340002,6
7357003,7
7303000,7
7358007,7
7358006,7
7317001,7
7355006,7
7317005,7
7337002,6
7355002,7
7355007,7
7352003,7
7301000,7
7340003,7
7301001,7
7335004,6
7353001,7
7352002,7
7336003,6
7345001,7
7350001,7
8142001,6
7331002,7
7350006,7
7314002,7
7350007,7
8118003,6
7332003,7
7330001,7
8118004,6
8141001,6
8141002,6
8140005,6
8210002,6
8106003,7
8106002,7
8117009,6
8117003,6
8117002,6
8140001,6
8210003,6
8113001,7
8105004,7
8135003,6
8105003,7
8105005,7
8135004,6
8133003,6
8220005,6
8117006,7
8220006,6
8394006,6
8410002,6
8124005,7
8220008,6
8410001,6
8394001,6
8131002,6
8130006,7
8130004,7
8130003,7
8130002,7
8130007,7
8124003,6
8132002,6
8393002,6
8124004,8
8123004,6
8381003,6
8520000,6
8367001,6
8122002,8
8380001,8
8122003,8
8364001,6
8366002,6
8700002,6
8700001,6
8700003,6
8334002,6
8320001,8
8324001,6
8323001,6
8334001,6
8333002,6
8319002,6
8319001,6
8316001,9
8318002,6
8316002,9
8317005,9
8317001,9
8332002,6
